Year	Plot	Yearday	Point	TreeSpecies	Sample	NumCaterpillars	Length_mm	CaterpillarBiomass_ma	 CaterpillarFamily	Comments
2002	BS	148	O1	8	2	0	0	0		KWS
2002	BS	148	O3	8	1	0	0	0		KML
2002	BS	148	O3	8	2	0	0	0		KML
2002	BS	150	O5	8	1	0	0	0		DHK
2002	BS	150	O5	8	2	0	0	0		DHK
2002	BS	150	O7	8	1	0	0	0		DHD
2002	BS	150	O7	8	2	1	4	0.155416945		DHD
2002	BS	148	Q1	8	1	0	0	0		KWS
2002	BS	148	Q1	8	2	0	0	0		KWS
2002	BS	148	Q3	8	1	0	0	0		KML
2002	BS	148	Q3	8	2	0	0	0		KML
2002	BS	150	Q7	8	1	0	0	0		DHD
2002	BS	150	Q7	8	2	0	0	0		DHD
2002	BS	148	S1	8	1	0	0	0		KWS
2002	BS	148	S1	8	2	0	0	0		KWS
2002	BS	148	S3	8	1	0	0	0		KML
2002	BS	148	S3	8	2	0	0	0		KML
2002	BS	150	S7	8	1	1	3	0.072721044		DHD
2002	BS	150	S7	8	1	1	3	0.072721044		DHD
2002	BS	150	S7	8	2	0	0	0		DHD
2002	BS	148	U1	8	1	0	0	0		KWS
2002	BS	148	U1	8	2	0	0	0		KWS
2002	BS	148	U3	8	1	0	0	0		KML
2002	BS	148	U3	8	2	0	0	0		KML
2002	BS	150	U7	8	1	0	0	0		DHD
2002	BS	150	U7	8	2	1	5	0.280117862		DHD
2002	BS	148	A1	9	1	0	0	0		KWS
2002	BS	148	A1	9	2	0	0	0		KWS
2002	BS	148	A3	9	1	0	0	0		KML
2002	BS	148	A3	9	2	0	0	0		KML
2002	BS	148	A5	9	1	0	0	0		DHK
2002	BS	148	A5	9	2	0	0	0		DHK
2002	BS	148	C1	9	1	0	0	0		KWS
2002	BS	148	C1	9	2	0	0	0		KWS
2002	BS	148	C3	9	1	0	0	0		KML
2002	BS	148	C3	9	2	0	0	0		KML
2002	BS	150	C7	9	1	0	0	0		DHD
2002	BS	150	C7	9	2	0	0	0		DHD
2002	BS	148	E1	9	1	1	15	5.092615825		KWS
2002	BS	148	E1	9	1	1	9	1.322087552		KWS
2002	BS	148	E1	9	2	0	0	0		KWS
2002	BS	148	E3	9	1	0	0	0		KML
2002	BS	148	E3	9	2	0	0	0		KML
2002	BS	148	E7	9	1	0	0	0		DHD
2002	BS	148	G1	9	1	0	0	0		KWS
2002	BS	148	G1	9	2	0	0	0		KWS
2002	BS	148	G3	9	1	0	0	0		KML
2002	BS	148	G3	9	2	0	0	0		KML
2002	BS	148	G5	9	1	0	0	0		DHK
2002	BS	148	G5	9	2	0	0	0		DHK
2002	BS	150	G7	9	1	0	0	0		DHD
2002	BS	150	G7	9	2	0	0	0		DHD
2002	BS	148	I1	9	1	0	0	0		KWS
2002	BS	148	I1	9	2	0	0	0		KWS
2002	BS	148	I3	9	1	1	25	19.61650414		KML
2002	BS	148	I3	9	2	0	0	0		KML
2002	BS	148	I5	9	1	0	0	0		DHK
2002	BS	148	I5	9	2	0	0	0		DHK
2002	BS	148	I7	9	1	0	0	0		DHD
2002	BS	148	I7	9	2	0	0	0		DHD
2002	BS	148	K1	9	1	0	0	0		KWS
2002	BS	148	K1	9	2	0	0	0		KWS
2002	BS	148	K3	9	1	0	0	0		KML
2002	BS	148	K3	9	2	0	0	0		KML
2002	BS	148	K5	9	1	0	0	0		DHK
2002	BS	148	K5	9	2	0	0	0		DHK
2002	BS	150	K7	9	1	0	0	0		DHD
2002	BS	150	K7	9	2	0	0	0		DHD
2002	BS	148	M1	9	1	0	0	0		KWS
2002	BS	148	M1	9	2	0	0	0		KWS
2002	BS	148	M3	9	1	0	0	0		KML
2002	BS	148	M3	9	2	0	0	0		KML
2002	BS	150	M7	9	1	1	3	0.072721044		DHD
2002	BS	150	M7	9	2	0	0	0		DHD
2002	BS	148	O1	9	1	0	0	0		KWS
2002	BS	148	O1	9	2	0	0	0		KWS
2002	BS	148	O3	9	1	0	0	0		KML
2002	BS	148	O3	9	2	0	0	0		KML
2002	BS	150	O7	9	1	0	0	0		DHD
2002	BS	150	O7	9	2	0	0	0		DHD
2002	BS	148	Q1	9	1	0	0	0		KWS
2002	BS	148	Q1	9	2	0	0	0		KWS
2002	BS	148	Q3	9	1	0	0	0		KML
2002	BS	148	Q3	9	2	0	0	0		KML
2002	BS	150	Q7	9	1	0	0	0		DHD
2002	BS	150	Q7	9	2	0	0	0		DHD
2002	BS	148	S1	9	1	0	0	0		KWS
2002	BS	148	S1	9	2	0	0	0		KWS
2002	BS	148	S3	9	1	0	0	0		KML
2002	BS	148	S3	9	2	0	0	0		KML
2002	BS	150	S7	9	2	0	0	0		DHD
2002	BS	150	S7	9	1	1	4	0.155416945		DHD
2002	BS	148	U1	9	1	0	0	0		KWS
2002	BS	148	U1	9	2	1	10	1.746063329		KWS
2002	BS	148	U3	9	1	0	0	0		KML
2002	BS	148	U3	9	2	0	0	0		KML
2002	BS	150	U7	9	1	0	0	0		DHD
2002	BS	150	U7	9	2	0	0	0		DHD
2002	RK	148	A1	Red-Oak	1	0	0	0		BAS
2002	RK	148	A1	Red-Oak	2	0	0	0		BAS
2002	RK	148	A1	Red-Maple	1	0	0	0		BAS
2002	RK	148	A1	Red-Maple	2	0	0	0		BAS
2002	RK	148	A1	9	1	0	0	0		BAS
2002	RK	148	A1	9	2	0	0	0		BAS
2002	RK	150	A3	Red-Oak	1	0	0	0		LKR
2002	RK	150	A3	Red-Oak	2	0	0	0		LKR
2002	RK	150	A3	Red-Maple	1	0	0	0		LKR
2002	RK	150	A3	Red-Maple	2	0	0	0		LKR
2002	RK	150	A7	Red-Oak	1	0	0	0		BAS
2002	RK	150	A7	Red-Oak	2	0	0	0		BAS
2002	RK	150	A7	Red-Maple	1	1	14	4.244612078		BAS
2002	RK	150	A7	Red-Maple	2	0	0	0		BAS
2002	RK	150	A9	Red-Oak	1	0	0	0		KWS
2002	RK	150	A9	Red-Oak	2	0	0	0		KWS
2002	RK	150	A9	Red-Maple	1	1	22	13.9976738		KWS
2002	RK	150	A9	Red-Maple	2	0	0	0		KWS
2002	RK	150	A9	9	1	0	0	0		KWS
2002	RK	148	C1	Red-Oak	1	0	0	0		BAS
2002	RK	148	C1	Red-Oak	2	0	0	0		BAS
2002	RK	148	C1	Red-Maple	1	1	3	0.072721044		BAS
2002	RK	148	C1	Red-Maple	2	0	0	0		BAS
2002	RK	148	C1	9	1	1	23	15.74060709		BAS
2002	RK	150	C3	Red-Oak	1	0	0	0		LKR
2002	RK	150	C3	Red-Oak	2	0	0	0		LKR
2002	RK	150	C3	Red-Maple	1	0	0	0		LKR
2002	RK	150	C3	Red-Maple	2	0	0	0		LKR
2002	RK	150	C7	Red-Oak	1	0	0	0		BAS
2002	RK	150	C7	Red-Oak	2	0	0	0		BAS
2002	RK	150	C7	Red-Maple	1	1	15	5.092615825		BAS
2002	RK	150	C7	Red-Maple	1	1	22	13.9976738		BAS
2002	RK	150	C7	Red-Maple	2	1	13	3.490361756		BAS
2002	RK	150	C7	Red-Maple	2	1	21	12.3799511		BAS
2002	RK	150	C7	Red-Maple	2	1	23	15.74060709		BAS
2002	RK	150	C7	9	1	0	0	0		BAS
2002	RK	150	C7	9	2	0	0	0		BAS
2002	RK	150	C9	Red-Oak	1	0	0	0		KWS
2002	RK	150	C9	Red-Oak	2	0	0	0		KWS
2002	RK	150	C9	Red-Maple	1	0	0	0		KWS
2002	RK	150	C9	Red-Maple	2	1	15	5.092615825		KWS
2002	RK	148	E1	Red-Oak	1	0	0	0		BAS
2002	RK	148	E1	Red-Oak	2	1	15	5.092615825		BAS
2002	RK	148	E1	Red-Maple	1	1	5	0.280117862		BAS
2002	RK	148	E1	Red-Maple	2	0	0	0		BAS
2002	RK	148	E1	9	1	0	0	0		BAS
2002	RK	148	E1	9	2	0	0	0		BAS
2002	RK	150	E3	Red-Oak	1	0	0	0		LKR
2002	RK	150	E3	Red-Oak	2	1	13	3.490361756		LKR
2002	RK	150	E3	Red-Maple	1	1	20	10.8837656		LKR
2002	RK	150	E3	Red-Maple	2	0	0	0		BAS
2002	RK	150	E7	Red-Oak	1	0	0	0		BAS
2002	RK	150	E7	Red-Oak	2	0	0	0		BAS
2002	RK	150	E7	Red-Maple	1	0	0	0		BAS
2002	RK	150	E7	Red-Maple	2	0	0	0		BAS
2002	RK	150	E7	9	1	0	0	0		BAS
2002	RK	150	E7	9	2	0	0	0		BAS
2002	RK	150	E9	Red-Oak	1	0	0	0		KWS
2002	RK	150	E9	Red-Oak	2	0	0	0		KWS
2002	RK	150	E9	Red-Maple	1	1	15	5.092615825		KWS
2002	RK	150	E9	Red-Maple	2	0	0	0		KWS
2002	RK	150	E9	9	1	0	0	0		KWS
2002	RK	150	E9	9	2	0	0	0		KWS
2002	RK	148	G1	Red-Oak	1	0	0	0		BAS
2002	RK	148	G1	Red-Oak	2	0	0	0		BAS
2002	RK	148	G1	Red-Maple	1	0	0	0		BAS
2002	RK	148	G1	Red-Maple	2	0	0	0		BAS
2002	RK	148	G1	8	1	0	0	0		BAS
2002	RK	148	G1	8	2	0	0	0		BAS
2002	RK	150	G7	Red-Oak	1	1	15	5.092615825		BAS
2002	RK	150	G7	Red-Oak	2	0	0	0		BAS
2002	RK	150	G7	Red-Maple	1	1	13	3.490361756		BAS
2002	RK	150	G7	Red-Maple	2	0	0	0		BAS
2002	RK	150	G7	8	1	0	0	0		BAS
2002	RK	150	G7	8	2	0	0	0		BAS
2002	RK	150	G7	9	1	0	0	0		BAS
2002	RK	150	G7	9	2	0	0	0		BAS
2002	RK	150	G9	Red-Oak	1	0	0	0		KWS
2002	RK	150	G9	Red-Oak	2	0	0	0		KWS
2002	RK	150	G9	Red-Maple	1	0	0	0		KWS
2002	RK	150	G9	Red-Maple	2	1	10	1.746063329		KWS
2002	RK	150	G9	9	1	0	0	0		KWS
2002	RK	150	G9	9	2	0	0	0		KWS
2002	RK	148	I1	Red-Oak	1	1	4	0.155416945		BAS
2002	RK	148	I1	Red-Oak	2	0	0	0		BAS
2002	RK	148	I1	Red-Maple	1	0	0	0		BAS
2002	RK	148	I1	Red-Maple	2	0	0	0		BAS
2002	RK	148	I1	9	1	0	0	0		BAS
2002	RK	148	I1	9	2	0	0	0		BAS
2002	RK	150	I3	Red-Oak	1	0	0	0		BAS
2002	RK	150	I3	Red-Maple	1	0	0	0		BAS
2002	RK	150	I3	Red-Maple	2	0	0	0		BAS
2002	RK	150	I7	Red-Oak	1	0	0	0		BAS
2002	RK	150	I7	8	1	0	0	0		BAS
2002	RK	150	I7	8	2	0	0	0		BAS
2002	RK	150	I7	9	1	0	0	0		BAS
2002	RK	150	I7	9	2	1	7	0.680955633		BAS
2002	RK	150	I9	Red-Oak	1	1	36	51.36870216		KWS
2002	RK	150	I9	Red-Oak	2	0	0	0		KWS
2002	RK	150	I9	Red-Maple	1	1	6	0.453293292		KWS
2002	RK	150	I9	Red-Maple	2	0	0	0		KWS
2002	RK	150	I9	8	1	0	0	0		KWS
2002	RK	150	I9	8	2	0	0	0		KWS
2002	RK	148	K1	Red-Maple	1	0	0	0		BAS
2002	RK	148	K1	Red-Maple	2	0	0	0		BAS
2002	RK	150	K3	Red-Oak	1	0	0	0		BAS
2002	RK	150	K3	Red-Oak	2	0	0	0		BAS
2002	RK	150	K3	Red-Maple	1	0	0	0		BAS
2002	RK	150	K3	Red-Maple	2	0	0	0		BAS
2002	RK	150	K7	Red-Oak	1	1	20	10.8837656		BAS
2002	RK	150	K7	Red-Oak	1	1	17	7.086717877		BAS
2002	RK	150	K7	Red-Oak	2	1	14	4.244612078		BAS
2002	RK	150	K7	8	1	0	0	0		BAS
2002	RK	150	K7	8	2	0	0	0		BAS
2002	RK	150	K9	Red-Oak	1	1	13	3.490361756		KWS
2002	RK	150	K9	Red-Maple	1	1	25	19.61650414		KWS
2002	RK	150	K9	Red-Maple	1	1	18	8.240990335		KWS
2002	RK	150	K9	Red-Maple	1	1	24	17.61236468		KWS
2002	RK	150	K9	8	1	0	0	0		KWS
2002	RK	150	K9	8	2	0	0	0		KWS
2002	RK	148	M1	Red-Oak	1	0	0	0		BAS
2002	RK	148	M1	Red-Oak	1	1	7	0.680955633		BAS
2002	RK	148	M1	Red-Oak	2	0	0	0		BAS
2002	RK	148	M1	Red-Maple	1	0	0	0		BAS
2002	RK	148	M1	Red-Maple	2	0	0	0		BAS
2002	RK	148	M1	9	1	0	0	0		BAS
2002	RK	148	M1	9	2	0	0	0		BAS
2002	RK	150	M3	Red-Oak	1	0	0	0		LKR
2002	RK	150	M3	Red-Oak	2	0	0	0		LKR
2002	RK	150	M3	Red-Maple	1	0	0	0		LKR
2002	RK	150	M3	Red-Maple	2	1	20	10.8837656		LKR
2002	RK	150	M7	Red-Maple	1	1	15	5.092615825		BAS
2002	RK	150	M7	8	1	0	0	0		BAS
2002	RK	150	M7	8	2	0	0	0		BAS
2002	RK	150	M7	9	1	0	0	0		BAS
2002	RK	150	M7	9	2	0	0	0		BAS
2002	RK	150	M9	8	1	0	0	0		KWS
2002	RK	150	M9	8	2	1	23	15.74060709		KWS
2002	RK	148	O1	Red-Oak	1	1	16	6.038606714		BAS
2002	RK	148	O1	Red-Oak	2	0	0	0		BAS
2002	RK	148	O1	Red-Maple	1	0	0	0		BAS
2002	RK	148	O1	Red-Maple	2	0	0	0		BAS
2002	RK	150	O3	Red-Oak	1	0	0	0		LKR
2002	RK	150	O3	Red-Oak	2	0	0	0		LKR
2002	RK	150	O3	Red-Maple	1	0	0	0		LKR
2002	RK	150	O3	Red-Maple	2	0	0	0		LKR
2002	RK	150	O7	Red-Oak	1	0	0	0		BAS
2002	RK	150	O7	Red-Oak	2	0	0	0		BAS
2002	RK	150	O7	Red-Maple	1	0	0	0		BAS
2002	RK	150	O7	Red-Maple	2	1	16	6.038606714		BAS
2002	RK	150	O7	8	1	0	0	0		BAS
2002	RK	150	O7	9	1	0	0	0		BAS
2002	RK	150	O7	9	2	1	9	1.322087552		BAS
2002	RK	150	O9	Red-Oak	1	0	0	0		KWS
2002	RK	150	O9	Red-Oak	2	0	0	0		KWS
2002	RK	150	O9	Red-Maple	1	1	10	1.746063329		KWS
2002	RK	150	O9	Red-Maple	2	0	0	0		KWS
2002	RK	148	Q1	Red-Oak	1	0	0	0		BAS
2002	RK	148	Q1	Red-Oak	2	1	25	19.61650414		BAS
2002	RK	148	Q1	Red-Maple	1	0	0	0		BAS
2002	RK	148	Q1	Red-Maple	2	1	25	19.61650414		BAS
2002	RK	148	Q1	9	1	0	0	0		BAS
2002	RK	148	Q1	9	2	0	0	0		BAS
2002	RK	150	Q3	Red-Oak	1	0	0	0		BAS
2002	RK	150	Q3	Red-Oak	2	0	0	0		BAS
2002	RK	150	Q3	Red-Maple	1	1	10	1.746063329		BAS
2002	RK	150	Q3	Red-Maple	2	0	0	0		BAS
2002	RK	150	Q7	Red-Oak	1	0	0	0		BAS
2002	RK	150	Q7	Red-Oak	2	0	0	0		BAS
2002	RK	150	Q7	Red-Maple	1	1	25	19.61650414		BAS
2002	RK	150	Q7	Red-Maple	2	0	0	0		BAS
2002	RK	150	Q7	8	1	0	0	0		BAS
2002	RK	150	Q7	9	1	0	0	0		BAS
2002	RK	150	Q7	9	2	1	10	1.746063329		BAS
2002	RK	150	Q9	Red-Oak	1	0	0	0		KWS
2002	RK	150	Q9	Red-Oak	2	0	0	0		KWS
2002	RK	150	Q9	Red-Maple	1	0	0	0		KWS
2002	RK	150	Q9	Red-Maple	2	0	0	0		KWS
2002	RK	150	Q9	8	1	1	25	19.61650414		KWS
2002	RK	150	Q9	8	2	0	0	0		KWS
2002	RK	148	S1	Red-Oak	1	0	0	0		BAS
2002	RK	148	S1	Red-Oak	2	1	30	31.74388695		BAS
2002	RK	148	S1	Red-Maple	1	0	0	0		BAS
2002	RK	148	S1	Red-Maple	2	0	0	0		BAS
2002	RK	150	S3	Red-Oak	1	1	30	31.74388695		LKR
2002	RK	150	S3	Red-Oak	2	0	0	0		LKR
2002	RK	150	S3	Red-Maple	1	0	0	0		LKR
2002	RK	150	S3	Red-Maple	2	0	0	0		LKR
2002	RK	150	S7	Red-Oak	1	0	0	0		BAS
2002	RK	150	S7	Red-Oak	2	1	15	5.092615825		BAS
2002	RK	150	S7	Red-Maple	1	0	0	0		BAS
2002	RK	150	S7	Red-Maple	2	0	0	0		BAS
2002	RK	150	S7	8	1	0	0	0		BAS
2002	RK	150	S7	8	2	0	0	0		BAS
2002	RK	150	S7	9	1	0	0	0		BAS
2002	RK	150	S7	9	2	0	0	0		BAS
2002	RK	150	S9	Red-Maple	1	0	0	0		KWS
2002	RK	150	S9	Red-Maple	2	1	12	2.825520619		KWS
2002	RK	150	S9	8	1	0	0	0		KWS
2002	RK	150	S9	8	2	0	0	0		KWS
2002	RK	148	U1	Red-Oak	1	0	0	0		BAS
2002	RK	148	U1	Red-Oak	2	0	0	0		BAS
2002	RK	148	U1	Red-Maple	1	0	0	0		BAS
2002	RK	148	U1	Red-Maple	2	0	0	0		BAS
2002	RK	148	U1	9	1	0	0	0		BAS
2002	RK	148	U1	9	2	0	0	0		BAS
2002	RK	150	U3	Red-Oak	1	0	0	0		LKR
2002	RK	150	U3	Red-Oak	2	0	0	0		LKR
2002	RK	150	U3	Red-Maple	1	0	0	0		LKR
2002	RK	150	U3	Red-Maple	2	0	0	0		LKR
2002	RK	150	U7	Red-Oak	1	0	0	0		BAS
2002	RK	150	U7	Red-Oak	2	0	0	0		BAS
2002	RK	150	U7	Red-Maple	1	1	15	5.092615825		BAS
2002	RK	150	U7	Red-Maple	2	1	17	7.086717877		BAS
2002	RK	150	U7	9	1	1	12	2.825520619		BAS
2002	RK	150	U7	9	2	0	0	0		BAS
2002	RK	150	U9	Red-Oak	1	0	0	0		KWS
2002	RK	150	U9	Red-Oak	2	0	0	0		KWS
2002	RK	150	U9	Red-Maple	1	0	0	0		KWS
2002	RK	150	U9	Red-Maple	2	0	0	0		KWS
2002	RK	150	U9	8	1	0	0	0		KWS
2002	RK	150	U9	8	2	0	0	0		KWS
2002	RK	150	U9	9	1	0	0	0		KWS
2002	RK	150	U9	9	2	0	0	0		KWS
2002	BS	165	A1	Red-Maple	1	0	0	0		DHD
2002	BS	165	A1	Red-Maple	2	0	0	0		DHD
2002	BS	165	A3	Red-Maple	1	0	0	0		KML
2002	BS	165	A3	Red-Maple	2	0	0	0		KML
2002	BS	165	A5	Red-Maple	1	0	0	0		KWS
2002	BS	165	A5	Red-Maple	2	1	20	10.8837656		KWS
2002	BS	165	A7	Red-Maple	1	0	0	0		DHD
2002	BS	165	A7	Red-Maple	2	0	0	0		DHD
2002	BS	165	C1	Red-Maple	1	0	0	0		DHD
2002	BS	165	C1	Red-Maple	2	0	0	0		DHD
2002	BS	165	C3	Red-Maple	1	0	0	0		KML
2002	BS	165	C3	Red-Maple	2	0	0	0		KML
2002	BS	165	C5	Red-Maple	1	0	0	0		KWS
2002	BS	165	C5	Red-Maple	2	0	0	0		KWS
2002	BS	165	C7	Red-Maple	1	1	3	0.072721044		DHD
2002	BS	165	C7	Red-Maple	2	0	0	0		DHD
2002	BS	165	D7	Red-Maple	1	0	0	0		DHD
2002	BS	165	D7	Red-Maple	2	0	0	0		DHD
2002	BS	165	E1	Red-Maple	1	0	0	0		DHD
2002	BS	165	E1	Red-Maple	2	0	0	0		DHD
2002	BS	165	E3	Red-Maple	1	0	0	0		KML
2002	BS	165	E3	Red-Maple	2	0	0	0		KML
2002	BS	165	E5	Red-Maple	1	0	0	0		KWS
2002	BS	165	E5	Red-Maple	2	0	0	0		KWS
2002	BS	165	E7	Red-Maple	1	0	0	0		DHD
2002	BS	165	E7	Red-Maple	2	1	4	0.155416945		DHD
2002	BS	165	G1	Red-Maple	1	0	0	0		DHD
2002	BS	165	G1	Red-Maple	2	0	0	0		DHD
2002	BS	165	G3	Red-Maple	1	0	0	0		KML
2002	BS	165	G3	Red-Maple	2	0	0	0		KML
2002	BS	165	G5	Red-Maple	1	0	0	0		KWS
2002	BS	165	G5	Red-Maple	2	0	0	0		KWS
2002	BS	165	G7	Red-Maple	1	0	0	0		DHD
2002	BS	165	G7	Red-Maple	2	0	0	0		DHD
2002	BS	165	I1	Red-Maple	1	0	0	0		DHD
2002	BS	165	I1	Red-Maple	2	0	0	0		DHD
2002	BS	165	I3	Red-Maple	1	0	0	0		KML
2002	BS	165	I3	Red-Maple	2	0	0	0		KML
2002	BS	165	I5	Red-Maple	1	0	0	0		KWS
2002	BS	165	I5	Red-Maple	2	0	0	0		KWS
2002	BS	165	I7	Red-Maple	1	1	4	0.155416945		DHD
2002	BS	165	I7	Red-Maple	2	0	0	0		DHD
2002	BS	165	K1	Red-Maple	1	0	0	0		DHD
2002	BS	165	K1	Red-Maple	2	0	0	0		DHD
2002	BS	165	K3	Red-Maple	1	0	0	0		KML
2002	BS	165	K3	Red-Maple	2	0	0	0		KML
2002	BS	165	K5	Red-Maple	1	0	0	0		KWS
2002	BS	165	K5	Red-Maple	2	1	9	1.322087552		KWS
2002	BS	165	K7	Red-Maple	1	0	0	0		DHD
2002	BS	165	K7	Red-Maple	2	0	0	0		DHD
2002	BS	165	M1	Red-Maple	1	1	19	9.505380314		DHD
2002	BS	165	M1	Red-Maple	2	0	0	0		DHD
2002	BS	165	M3	Red-Maple	1	0	0	0		KML
2002	BS	165	M3	Red-Maple	2	0	0	0		KML
2002	BS	165	M5	Red-Maple	1	0	0	0		KWS
2002	BS	165	M5	Red-Maple	2	0	0	0		KWS
2002	BS	165	O1	Red-Maple	1	0	0	0		DHD
2002	BS	165	O1	Red-Maple	2	0	0	0		DHD
2002	BS	165	O3	Red-Maple	1	0	0	0		KML
2002	BS	165	O3	Red-Maple	2	0	0	0		KML
2002	BS	165	O5	Red-Maple	1	0	0	0		KWS
2002	BS	165	O5	Red-Maple	2	1	22	13.9976738		KWS
2002	BS	165	Q1	Red-Maple	1	0	0	0		DHD
2002	BS	165	Q1	Red-Maple	2	0	0	0		DHD
2002	BS	165	Q3	Red-Maple	1	0	0	0		KML
2002	BS	165	Q3	Red-Maple	2	0	0	0		KML
2002	BS	165	Q5	Red-Maple	1	0	0	0		KWS
2002	BS	165	Q5	Red-Maple	2	0	0	0		KWS
