"ID"	"SurveyFK"	"Group"	"Length"	"Quantity"	"PhotoURL"	"Notes"	"Hairy"	"Rolled"	"Tented"	"Sawfly"	"BeetleLarva"	"NeedToSendToINaturalist"
43982	32517	"caterpillar"	"3"	1	""	""	0	0	0	0	0	0
43983	32523	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
43984	32525	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
43985	32527	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
43986	32530	"caterpillar"	"6"	2	""	""	0	0	0	0	0	0
43987	32531	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
43988	32536	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
43989	32538	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
43990	32538	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
43991	32538	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
43992	32538	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
43993	32539	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
43994	32541	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
43995	32543	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
43996	32547	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
43997	32547	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
43998	32548	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
43999	32555	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44000	32573	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44001	32577	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44002	32578	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44003	32578	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44004	32584	"caterpillar"	"4"	2	""	""	0	0	0	0	0	0
44005	32586	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44006	32586	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44007	32589	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
44008	32593	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44009	32595	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44010	32599	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44011	32604	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
44012	32605	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44013	32608	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44014	32609	"caterpillar"	"7"	2	""	""	0	0	0	0	0	0
44015	32611	"caterpillar"	"21"	2	""	""	0	0	0	0	0	0
44016	32611	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
44017	32611	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44018	32620	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44019	32622	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44020	32624	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44021	32624	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44022	32624	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44023	32624	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44024	32624	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44025	32626	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44026	32626	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44027	32627	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
44028	32632	"caterpillar"	"3"	3	""	""	0	0	0	0	0	0
44029	32632	"caterpillar"	"4"	2	""	""	0	0	0	0	0	0
44030	32659	"caterpillar"	"24"	1	""	""	0	0	0	0	0	0
44031	32667	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44032	32668	"caterpillar"	"3"	1	""	""	0	0	0	0	0	0
44033	32668	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44034	32669	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44035	32671	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
44036	32671	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44037	32672	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44038	32674	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
44039	32676	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44040	32676	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44041	32676	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44042	32676	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44043	32679	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44044	32680	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44045	32680	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44046	32681	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44047	32681	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44048	32684	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44049	32688	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44050	32692	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44051	32696	"caterpillar"	"23"	1	""	""	0	0	0	0	0	0
44052	32697	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
44053	32698	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44054	32699	"caterpillar"	"3"	1	""	""	0	0	0	0	0	0
44055	32704	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44056	32705	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44057	32705	"caterpillar"	"3"	1	""	""	0	0	0	0	0	0
44058	32708	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44059	32710	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
44060	32710	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
44061	32710	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44062	32719	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44063	32721	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
44064	32725	"caterpillar"	"7"	2	""	""	0	0	0	0	0	0
44065	32725	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44066	32725	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44067	32725	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44068	32729	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44069	32732	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44070	32752	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44071	32752	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44072	32752	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44073	32759	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44074	32760	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44075	32760	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44076	32760	"caterpillar"	"9"	2	""	""	0	0	0	0	0	0
44077	32760	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44078	32765	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44079	32765	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44080	32765	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44081	32765	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
44082	32766	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44083	32769	"caterpillar"	"27"	1	""	""	0	0	0	0	0	0
44084	32769	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44085	32777	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44086	32778	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44087	32781	"caterpillar"	"5"	2	""	""	0	0	0	0	0	0
44088	32784	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44089	32784	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44090	32784	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
44091	32784	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44092	32784	"caterpillar"	"26"	1	""	""	0	0	0	0	0	0
44093	32784	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44094	32784	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44095	32784	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44096	32784	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44097	32784	"caterpillar"	"6"	2	""	""	0	0	0	0	0	0
44098	32785	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
44099	32785	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44100	32785	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44101	32785	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44102	32785	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44103	32788	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44104	32788	"caterpillar"	"12"	2	""	""	0	0	0	0	0	0
44105	32792	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44106	32795	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44107	32796	"caterpillar"	"2"	1	""	""	0	0	0	0	0	0
44108	32798	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44109	32802	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44110	32806	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44111	32806	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44112	32806	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
44113	32809	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44114	32815	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44115	32815	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44116	32815	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44117	32819	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44118	32823	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44119	32828	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44120	32828	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44121	32829	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44122	32831	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44123	32831	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44124	32838	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
44125	32843	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44126	32848	"caterpillar"	"24"	1	""	""	0	0	0	0	0	0
44127	32866	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
44128	32870	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
44129	32871	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44130	32871	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44131	32893	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44132	32894	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44133	32895	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44134	32904	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44135	32906	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44136	32907	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44137	32909	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44138	32913	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44139	32915	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44140	32922	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44141	32922	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44142	32923	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44143	32932	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44144	32933	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44145	32951	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44146	32959	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44147	32960	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44148	32967	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
44149	32967	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44150	32970	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44151	32976	"caterpillar"	"5"	2	""	""	0	0	0	0	0	0
44152	32986	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44153	32991	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
44154	32991	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
44155	32991	"caterpillar"	"21"	1	""	""	0	0	0	0	0	0
44156	32991	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
44157	32991	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44158	32991	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44159	32991	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
44160	32995	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44161	32996	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44162	33002	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44163	33002	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44164	33012	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44165	33013	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44166	33015	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44167	33015	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
44168	33016	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44169	33020	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44170	33021	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44171	33022	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44172	33023	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44173	33029	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44174	33034	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44175	33034	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44176	33035	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44177	33037	"caterpillar"	"3"	1	""	""	0	0	0	0	0	0
44178	33040	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44179	33041	"caterpillar"	"21"	1	""	""	0	0	0	0	0	0
44180	33042	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44181	33044	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44182	33044	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44183	33046	"caterpillar"	"29"	1	""	""	0	0	0	0	0	0
44184	33049	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44185	33052	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44186	33052	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
44187	33053	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44188	33058	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44189	33058	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
44190	33066	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44191	33078	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44192	33084	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44193	33084	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
