"ID"	"SubmissionTimestamp"	"UserFKOfObserver"	"PlantFK"	"LocalDate"	"LocalTime"	"ObservationMethod"	"Notes"	"WetLeaves"	"PlantSpecies"	"NumberOfLeaves"	"AverageLeafLength"	"HerbivoryScore"	"SubmittedThroughApp"	"MinimumTemperature"	"MaximumTemperature"	"NeedToSendToSciStarter"	"CORRESPONDING_OLD_DATABASE_SURVEY_ID"
32028	0	1830	2544	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32029	0	1830	2545	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32030	0	1830	2671	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32031	0	1830	2672	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32032	0	1830	2677	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32033	0	1830	2679	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32034	0	1830	2680	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32035	0	1830	2678	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32036	0	1830	2793	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32037	0	1830	2794	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32038	0	1830	2801	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32039	0	1830	2795	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32040	0	1830	2796	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32041	0	1830	2893	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32042	0	1830	2898	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32043	0	1830	2896	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32044	0	1830	2897	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32045	0	1830	2904	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32046	0	1830	2989	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32047	0	1830	2990	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32048	0	1830	2995	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32049	0	1830	2996	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32050	0	1830	3091	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32051	0	1830	3092	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32052	0	1830	3100	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32053	0	1830	3202	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32054	0	1830	3322	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32055	0	1830	3320	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32056	0	1830	3321	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32057	0	1830	3456	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32058	0	1830	3457	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32059	0	1830	3463	2010-05-17	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32060	0	1830	3342	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32061	0	1830	3343	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32062	0	1830	3340	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32063	0	1830	3341	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32064	0	1830	3348	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32065	0	1830	3349	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32066	0	1830	3334	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32067	0	1830	3413	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32068	0	1830	3414	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32069	0	1830	3421	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32070	0	1830	3227	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32071	0	1830	3228	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32072	0	1830	3229	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32073	0	1830	3230	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32074	0	1830	3235	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32075	0	1830	3236	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32076	0	1830	3296	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32077	0	1830	3297	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32078	0	1830	3302	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32079	0	1830	3303	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32080	0	1830	3294	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32081	0	1830	3291	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32082	0	1830	3180	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32083	0	1830	3182	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32084	0	1830	3183	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32085	0	1830	3181	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32086	0	1830	3176	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32087	0	1830	3013	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32088	0	1830	3014	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32089	0	1830	3011	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32090	0	1830	3012	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32091	0	1830	3369	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32092	0	1830	3370	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32093	0	1830	3359	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32094	0	1830	3360	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32095	0	1830	3367	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32096	0	1830	3368	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32097	0	1830	3375	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32098	0	1830	3376	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32099	0	1830	3242	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32100	0	1830	3243	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32101	0	1830	3254	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32102	0	1830	3252	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32103	0	1830	3253	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32104	0	1830	3255	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32105	0	1830	3259	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32106	0	1830	3260	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32107	0	1830	3148	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32108	0	1830	3149	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32109	0	1830	3036	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32110	0	1830	3037	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32111	0	1830	3030	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32112	0	1830	2932	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32113	0	1830	2933	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32114	0	1830	2936	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32115	0	1830	2938	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32116	0	1830	2939	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32117	0	1830	2841	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32118	0	1830	2715	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32119	0	1830	2720	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32120	0	1830	2721	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32121	0	1830	2727	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32122	0	1830	2716	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32123	0	1830	2601	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32124	0	1830	2602	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32125	0	1830	2593	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32126	0	1830	2603	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32127	0	1830	2604	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32128	0	1830	2608	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32129	0	1830	2594	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32130	0	1830	2462	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32131	0	1830	2463	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32132	0	1830	2467	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32133	0	1830	2468	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32134	0	1830	2469	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32135	0	1830	2470	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32136	0	1830	2474	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32137	0	1830	2200	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32138	0	1830	2201	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32139	0	1830	2205	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32140	0	1830	2206	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32141	0	1830	2213	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32142	0	1830	2214	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32143	0	1830	2207	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32144	0	1830	2208	2010-05-17	"00:00:00"	"Visual"	"JLH/BMM/ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32145	0	1830	2248	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32146	0	1830	2249	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32147	0	1830	2250	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32148	0	1830	2251	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32149	0	1830	2256	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32150	0	1830	2373	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32151	0	1830	2374	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32152	0	1830	2375	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32153	0	1830	2376	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32154	0	1830	2381	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32155	0	1830	2382	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32156	0	1830	2366	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32157	0	1830	3393	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32158	0	1830	3394	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32159	0	1830	3399	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32160	0	1830	3400	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32161	0	1830	3383	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32162	0	1830	3395	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32163	0	1830	3396	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32164	0	1830	3384	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32165	0	1830	3275	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32166	0	1830	3273	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32167	0	1830	3281	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32168	0	1830	3274	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32169	0	1830	3276	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32170	0	1830	3282	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32171	0	1830	3164	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32172	0	1830	3162	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32173	0	1830	3163	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32174	0	1830	3165	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32175	0	1830	3168	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32176	0	1830	3169	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32177	0	1830	3051	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32178	0	1830	3049	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32179	0	1830	3057	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32180	0	1830	3058	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32181	0	1830	2951	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32182	0	1830	2952	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32183	0	1830	2945	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32184	0	1830	2949	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32185	0	1830	2852	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32186	0	1830	2853	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32187	0	1830	2854	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32188	0	1830	2855	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32189	0	1830	2738	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32190	0	1830	2739	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32191	0	1830	2731	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32192	0	1830	2732	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32193	0	1830	2740	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32194	0	1830	2741	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32195	0	1830	2745	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32196	0	1830	2620	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32197	0	1830	2621	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32198	0	1830	2611	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32199	0	1830	2612	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32200	0	1830	2622	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32201	0	1830	2485	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32202	0	1830	2486	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32203	0	1830	2480	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32204	0	1830	2493	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32205	0	1830	2494	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Striped maple"	50	-128	-128	0	9999	9999	0	0
32206	0	1830	2351	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32207	0	1830	2345	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
32208	0	1830	2349	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red maple"	50	-128	-128	0	9999	9999	0	0
32209	0	1830	2225	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"Red oak"	50	-128	-128	0	9999	9999	0	0
32210	0	1830	3003	2010-05-18	"00:00:00"	"Visual"	"ABC"	""	"American chestnut"	50	-128	-128	0	9999	9999	0	0
