"ID"	"SurveyFK"	"Group"	"Length"	"Quantity"	"PhotoURL"	"Notes"	"Hairy"	"Rolled"	"Tented"	"Sawfly"	"BeetleLarva"	"NeedToSendToINaturalist"
43959	32484	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
43960	32498	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
43961	32507	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
43962	32511	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
43963	32518	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
43964	32553	"caterpillar"	"25"	1	""	""	0	0	0	0	0	0
43965	32579	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
43966	32586	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
43967	32586	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
43968	32587	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
43969	32597	"caterpillar"	"28"	1	""	""	0	0	0	0	0	0
43970	32599	"caterpillar"	"21"	1	""	""	0	0	0	0	0	0
43971	32615	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
43972	32621	"caterpillar"	"21"	1	""	""	0	0	0	0	0	0
43973	32622	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
43974	32633	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
43975	32653	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
43976	32654	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
43977	32662	"caterpillar"	"3"	1	""	""	0	0	0	0	0	0
43978	32667	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
43979	32669	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
43980	32670	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
43981	32677	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
43982	32677	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
43983	32677	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
43984	32692	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
43985	32694	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
43986	32721	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
43987	32723	"caterpillar"	"3"	1	""	""	0	0	0	0	0	0
43988	32724	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
43989	32739	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
43990	32743	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
43991	32743	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
43992	32756	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
43993	32757	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
43994	32761	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
43995	32770	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
43996	32777	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
43997	32782	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
43998	32792	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
43999	32792	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
44000	32799	"caterpillar"	"35"	1	""	""	0	0	0	0	0	0
44001	32812	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
44002	32814	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44003	32818	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44004	32822	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44005	32831	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44006	32838	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
44007	32845	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44008	32850	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44009	32851	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44010	32863	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44011	32866	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44012	32869	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44013	32870	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44014	32880	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44015	32897	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44016	32897	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44017	32903	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44018	32907	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44019	32915	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44020	32954	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44021	32959	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44022	32962	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44023	32981	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44024	33001	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44025	33007	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44026	33007	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44027	33017	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44028	33032	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
44029	33054	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44030	33054	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44031	33055	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44032	33060	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44033	33065	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44034	33074	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44035	33091	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44036	33097	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44037	33210	"caterpillar"	"21"	1	""	""	0	0	0	0	0	0
44038	33320	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44039	33404	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
44040	33770	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44041	33813	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44042	33829	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44043	33832	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44044	33853	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44045	33862	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44046	33872	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44047	33873	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
44048	33888	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44049	33888	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44050	33903	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44051	33929	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44052	33938	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44053	33954	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44054	34029	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44055	34044	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44056	34062	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44057	34065	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44058	34086	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
44059	34088	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44060	34089	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44061	34189	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
44062	34222	"caterpillar"	"26"	1	""	""	0	0	0	0	0	0
44063	34234	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44064	34263	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
44065	34269	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44066	34281	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44067	34282	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44068	34284	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
44069	34288	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44070	34294	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
44071	34314	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44072	34320	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44073	34342	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
44074	34353	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
44075	34368	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
44076	34368	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44077	34459	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44078	34462	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
44079	34481	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
44080	34501	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
44081	34505	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44082	34517	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44083	34526	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
44084	34526	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44085	34541	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44086	34541	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44087	34541	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44088	34548	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44089	34564	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44090	34565	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44091	34565	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44092	34565	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44093	34573	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44094	34573	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44095	34573	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44096	34580	"caterpillar"	"28"	1	""	""	0	0	0	0	0	0
44097	34585	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44098	34626	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
44099	34629	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
44100	34645	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
44101	34648	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44102	34652	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44103	34653	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44104	34689	"caterpillar"	"24"	1	""	""	0	0	0	0	0	0
44105	34697	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44106	34698	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44107	34733	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44108	34734	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44109	34735	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44110	34735	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44111	34737	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44112	34756	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44113	34757	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44114	34759	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44115	34759	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44116	34784	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44117	34786	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
44118	34790	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44119	34805	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
44120	34887	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44121	34891	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44122	34915	"caterpillar"	"21"	1	""	""	0	0	0	0	0	0
44123	34923	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44124	34927	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
44125	34927	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44126	34928	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44127	34929	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44128	34952	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44129	34955	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44130	34968	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44131	34977	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44132	34980	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
44133	34991	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44134	34991	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44135	34991	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44136	34991	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
44137	35006	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44138	35006	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44139	35014	"caterpillar"	"3"	1	""	""	0	0	0	0	0	0
44140	35015	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
44141	35023	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44142	35023	"caterpillar"	"30"	1	""	""	0	0	0	0	0	0
44143	35031	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
44144	35043	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
44145	35056	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
44146	35056	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44147	35072	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
44148	35082	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
44149	35110	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
44150	35111	"caterpillar"	"18"	1	""	""	0	0	0	0	0	0
44151	35111	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
44152	35118	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44153	35119	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
44154	35161	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
44155	35193	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
44156	35244	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44157	35255	"caterpillar"	"28"	1	""	""	0	0	0	0	0	0
44158	35256	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44159	35274	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44160	35315	"caterpillar"	"24"	1	""	""	0	0	0	0	0	0
44161	35324	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
44162	35377	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
44163	35382	"caterpillar"	"28"	1	""	""	0	0	0	0	0	0
44164	35385	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
44165	35427	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44166	35436	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44167	35441	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
44168	35492	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44169	35502	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44170	35533	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
44171	35555	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44172	35566	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
44173	35567	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44174	35567	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44175	35597	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44176	35599	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44177	35616	"caterpillar"	"21"	1	""	""	0	0	0	0	0	0
44178	35630	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
44179	35631	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44180	35656	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44181	35701	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44182	35729	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
44183	35738	"caterpillar"	"23"	1	""	""	0	0	0	0	0	0
44184	35770	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44185	35770	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44186	35770	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44187	35783	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
44188	35800	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
44189	35836	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
44190	35848	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
44191	35858	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44192	35869	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44193	35893	"caterpillar"	"23"	1	""	""	0	0	0	0	0	0
44194	35895	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44195	35896	"caterpillar"	"30"	1	""	""	0	0	0	0	0	0
44196	35896	"caterpillar"	"21"	1	""	""	0	0	0	0	0	0
44197	35918	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
44198	35926	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44199	36111	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44200	36124	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44201	36128	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44202	36183	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
44203	36201	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
44204	36224	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44205	36235	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
44206	36254	"caterpillar"	"24"	1	""	""	0	0	0	0	0	0
44207	36255	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44208	36277	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44209	36324	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44210	36327	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44211	36355	"caterpillar"	"23"	1	""	""	0	0	0	0	0	0
44212	36374	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44213	36382	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44214	36385	"caterpillar"	"17"	1	""	""	0	0	0	0	0	0
44215	36390	"caterpillar"	"12"	2	""	""	0	0	0	0	0	0
44216	36391	"caterpillar"	"15"	1	""	""	0	0	0	0	0	0
44217	36407	"caterpillar"	"20"	1	""	""	0	0	0	0	0	0
44218	36408	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
44219	36498	"caterpillar"	"16"	1	""	""	0	0	0	0	0	0
44220	36537	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
44221	36548	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44222	36554	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44223	36574	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44224	36598	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44225	36605	"caterpillar"	"13"	1	""	""	0	0	0	0	0	0
44226	36629	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44227	36639	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44228	36662	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44229	36677	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44230	36695	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
44231	36697	"caterpillar"	"35"	1	""	""	0	0	0	0	0	0
44232	36697	"caterpillar"	"25"	1	""	""	0	0	0	0	0	0
44233	36702	"caterpillar"	"38"	1	""	""	0	0	0	0	0	0
44234	36711	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44235	36712	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44236	36714	"caterpillar"	"29"	1	""	""	0	0	0	0	0	0
44237	36723	"caterpillar"	"25"	1	""	""	0	0	0	0	0	0
44238	36730	"caterpillar"	"22"	1	""	""	0	0	0	0	0	0
44239	36736	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44240	36815	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44241	36841	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44242	36845	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44243	36909	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44244	36909	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44245	36975	"caterpillar"	"7"	1	""	""	0	0	0	0	0	0
44246	37001	"caterpillar"	"2"	1	""	""	0	0	0	0	0	0
44247	37001	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44248	37009	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44249	37017	"caterpillar"	"14"	1	""	""	0	0	0	0	0	0
44250	37021	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44251	37043	"caterpillar"	"29"	1	""	""	0	0	0	0	0	0
44252	37055	"caterpillar"	"5"	1	""	""	0	0	0	0	0	0
44253	37243	"caterpillar"	"19"	1	""	""	0	0	0	0	0	0
44254	37339	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44255	37350	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44256	37353	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44257	37398	"caterpillar"	"8"	1	""	""	0	0	0	0	0	0
44258	37558	"caterpillar"	"10"	1	""	""	0	0	0	0	0	0
44259	37564	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44260	37567	"caterpillar"	"9"	1	""	""	0	0	0	0	0	0
44261	37580	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44262	37581	"caterpillar"	"4"	1	""	""	0	0	0	0	0	0
44263	37597	"caterpillar"	"6"	1	""	""	0	0	0	0	0	0
44264	37598	"caterpillar"	"3"	1	""	""	0	0	0	0	0	0
44265	37606	"caterpillar"	"12"	1	""	""	0	0	0	0	0	0
44266	37621	"caterpillar"	"11"	1	""	""	0	0	0	0	0	0
44267	37625	"caterpillar"	"2"	1	""	""	0	0	0	0	0	0
